path,emotion,speaker,file,activation,valence,dominance,session,utterance,label,duration
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F000.wav,neu,Ses01M,Ses01M_impro04_F000,2.5,2.5,3.5,1,0,3,2.6693993
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F002.wav,neu,Ses01M,Ses01M_impro04_F002,2.5,2.5,3.0,1,2,3,1.8540001
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F003.wav,neu,Ses01M,Ses01M_impro04_F003,2.5,2.0,3.0,1,3,3,3.2164993
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F004.wav,neu,Ses01M,Ses01M_impro04_F004,2.5,2.5,2.5,1,4,3,2.75
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F005.wav,neu,Ses01M,Ses01M_impro04_F005,3.0,2.0,2.5,1,5,3,3.2999954
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F006.wav,neu,Ses01M,Ses01M_impro04_F006,2.5,2.0,3.0,1,6,3,6.590004
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F007.wav,neu,Ses01M,Ses01M_impro04_F007,3.0,3.0,2.5,1,7,3,3.3199997
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F008.wav,neu,Ses01M,Ses01M_impro04_F008,3.0,3.5,3.0,1,8,3,2.2806015
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F009.wav,neu,Ses01M,Ses01M_impro04_F009,2.5,2.5,3.5,1,9,3,4.3399963
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F010.wav,neu,Ses01M,Ses01M_impro04_F010,2.5,3.0,3.5,1,10,3,8.044998
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F011.wav,neu,Ses01M,Ses01M_impro04_F011,2.5,3.5,3.5,1,11,3,12.154999
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F012.wav,neu,Ses01M,Ses01M_impro04_F012,2.5,3.0,3.5,1,12,3,1.7900009
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F013.wav,neu,Ses01M,Ses01M_impro04_F013,2.5,3.0,2.5,1,13,3,5.0199966
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F014.wav,neu,Ses01M,Ses01M_impro04_F014,3.0,2.5,3.5,1,14,3,2.9500122
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F015.wav,neu,Ses01M,Ses01M_impro04_F015,3.0,2.5,2.5,1,15,3,2.2799988
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F016.wav,neu,Ses01M,Ses01M_impro04_F016,2.5,2.5,2.5,1,16,3,1.4900055
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F017.wav,neu,Ses01M,Ses01M_impro04_F017,3.0,3.0,2.5,1,17,3,3.9799957
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F018.wav,neu,Ses01M,Ses01M_impro04_F018,2.5,3.5,3.5,1,18,3,7.8399963
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F019.wav,neu,Ses01M,Ses01M_impro04_F019,2.5,3.0,4.0,1,19,3,4.044998
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F020.wav,neu,Ses01M,Ses01M_impro04_F020,2.5,3.0,3.5,1,20,3,2.380005
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F021.wav,neu,Ses01M,Ses01M_impro04_F021,3.5,2.5,3.0,1,21,3,2.8200073
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F022.wav,neu,Ses01M,Ses01M_impro04_F022,3.0,3.0,3.5,1,22,3,6.650009
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F023.wav,neu,Ses01M,Ses01M_impro04_F023,4.0,3.5,3.0,1,23,3,2.838501
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F025.wav,neu,Ses01M,Ses01M_impro04_F025,3.0,3.5,3.0,1,25,3,3.2399902
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M014.wav,ang,Ses01M,Ses01M_impro04_M014,2.5,2.5,2.5,1,14,0,1.2799988
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M018.wav,ang,Ses01M,Ses01M_impro04_M018,1.5,5.0,4.5,1,18,0,7.73999
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M023.wav,ang,Ses01M,Ses01M_impro04_M023,2.0,4.5,5.0,1,23,0,6.303009
Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M025.wav,neu,Ses01M,Ses01M_impro04_M025,4.5,4.5,1.0,1,25,3,1.5274963
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F002.wav,sad,Ses01F,Ses01F_impro06_F002,2.0,1.5,2.5,1,2,2,1.5799999
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F003.wav,neu,Ses01F,Ses01F_impro06_F003,3.0,2.0,2.5,1,3,3,1.329998
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F004.wav,neu,Ses01F,Ses01F_impro06_F004,3.5,2.0,3.0,1,4,3,1.9700012
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F005.wav,sad,Ses01F,Ses01F_impro06_F005,2.0,2.0,4.0,1,5,2,6.6875
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F006.wav,sad,Ses01F,Ses01F_impro06_F006,3.5,3.0,4.0,1,6,2,12.040001
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F007.wav,sad,Ses01F,Ses01F_impro06_F007,3.5,3.0,4.0,1,7,2,8.0
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F008.wav,sad,Ses01F,Ses01F_impro06_F008,2.5,3.5,3.5,1,8,2,9.909996
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F009.wav,neu,Ses01F,Ses01F_impro06_F009,2.5,3.0,3.5,1,9,3,7.579994
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F010.wav,sad,Ses01F,Ses01F_impro06_F010,2.0,2.5,3.5,1,10,2,5.8399963
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F011.wav,sad,Ses01F,Ses01F_impro06_F011,2.0,3.0,4.0,1,11,2,15.080002
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F012.wav,sad,Ses01F,Ses01F_impro06_F012,2.0,3.5,4.5,1,12,2,8.970001
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F013.wav,sad,Ses01F,Ses01F_impro06_F013,2.0,2.0,2.0,1,13,2,1.5325012
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F014.wav,sad,Ses01F,Ses01F_impro06_F014,3.0,3.0,2.5,1,14,2,1.9899902
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F015.wav,sad,Ses01F,Ses01F_impro06_F015,2.0,2.0,2.5,1,15,2,2.9815063
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F016.wav,neu,Ses01F,Ses01F_impro06_F016,4.0,3.0,3.5,1,16,3,7.5975037
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F018.wav,neu,Ses01F,Ses01F_impro06_F018,4.0,3.0,3.5,1,18,3,7.199997
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F019.wav,neu,Ses01F,Ses01F_impro06_F019,2.5,2.0,2.5,1,19,3,1.6599884
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F020.wav,sad,Ses01F,Ses01F_impro06_F020,2.5,3.0,4.0,1,20,2,15.169998
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F021.wav,sad,Ses01F,Ses01F_impro06_F021,2.0,3.0,4.0,1,21,2,16.584991
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F022.wav,sad,Ses01F,Ses01F_impro06_F022,4.0,3.0,3.5,1,22,2,4.9100037
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F023.wav,sad,Ses01F,Ses01F_impro06_F023,2.5,2.0,2.5,1,23,2,4.029999
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F024.wav,sad,Ses01F,Ses01F_impro06_F024,1.5,2.0,3.0,1,24,2,6.899994
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F025.wav,sad,Ses01F,Ses01F_impro06_F025,3.0,3.5,4.5,1,25,2,18.950012
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F026.wav,sad,Ses01F,Ses01F_impro06_F026,3.0,3.0,3.5,1,26,2,8.76001
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F027.wav,neu,Ses01F,Ses01F_impro06_F027,2.0,2.0,3.5,1,27,3,6.220001
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F028.wav,sad,Ses01F,Ses01F_impro06_F028,3.0,3.5,4.0,1,28,2,29.130005
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M000.wav,sad,Ses01F,Ses01F_impro06_M000,2.5,2.0,3.0,1,0,2,3.2799997
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M001.wav,neu,Ses01F,Ses01F_impro06_M001,2.5,3.0,3.5,1,1,3,6.42
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M002.wav,neu,Ses01F,Ses01F_impro06_M002,2.5,2.0,3.0,1,2,3,1.4399986
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M003.wav,sad,Ses01F,Ses01F_impro06_M003,2.5,2.0,3.5,1,3,2,6.050001
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M004.wav,neu,Ses01F,Ses01F_impro06_M004,3.0,3.0,2.5,1,4,3,1.3200035
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M005.wav,neu,Ses01F,Ses01F_impro06_M005,3.0,2.0,2.5,1,5,3,1.6699982
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M006.wav,neu,Ses01F,Ses01F_impro06_M006,3.0,2.0,2.5,1,6,3,1.4899979
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M007.wav,sad,Ses01F,Ses01F_impro06_M007,3.0,2.0,2.5,1,7,2,1.7200012
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M008.wav,neu,Ses01F,Ses01F_impro06_M008,3.0,2.5,2.5,1,8,3,2.0900116
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M009.wav,neu,Ses01F,Ses01F_impro06_M009,3.0,2.5,2.5,1,9,3,1.3500061
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M010.wav,neu,Ses01F,Ses01F_impro06_M010,3.0,2.5,3.0,1,10,3,1.5899963
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M011.wav,neu,Ses01F,Ses01F_impro06_M011,3.0,2.0,3.0,1,11,3,3.3099976
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M012.wav,neu,Ses01F,Ses01F_impro06_M012,2.5,2.5,2.5,1,12,3,2.4900055
